distance,consume,speed,temp_inside,temp_outside,AC,rain,sun,Liter,gas_type_E10,gas_type_SP98
28.0,5.0,26,21.93491124260355,12,0,0,0,140.0,1,0
12.0,4.816326530612245,30,21.93491124260355,13,0,0,0,57.79591836734694,1,0
19.596153846153847,4.816326530612245,38,21.93491124260355,15,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,36,21.93491124260355,14,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,46,21.93491124260355,15,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,50,21.93491124260355,10,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,43,21.93491124260355,11,0,0,0,94.38147566718996,1,0
19.596153846153847,5.0,40,21.93491124260355,6,0,0,0,97.98076923076923,1,0
19.596153846153847,4.816326530612245,26,21.93491124260355,4,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,30,21.93491124260355,9,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,42,21.93491124260355,4,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,38,21.93491124260355,0,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,59,21.93491124260355,10,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,58,21.93491124260355,12,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,46,21.93491124260355,11,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,24,21.93491124260355,5,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,36,21.93491124260355,3,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,32,21.93491124260355,3,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,39,21.93491124260355,8,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,40,21.93491124260355,4,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,32,21.93491124260355,3,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,38,21.93491124260355,1,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,37,21.93491124260355,1,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,36,21.93491124260355,1,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,62,21.93491124260355,6,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,57,21.93491124260355,9,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,21,21.93491124260355,2,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,28,21.93491124260355,3,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,29,21.93491124260355,1,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,35,21.93491124260355,4,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,51,21.93491124260355,11,0,0,0,94.38147566718996,1,0
19.596153846153847,5.0,29,21.93491124260355,10,0,0,0,97.98076923076923,1,0
19.596153846153847,4.816326530612245,58,21.93491124260355,8,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,40,21.93491124260355,7,0,0,0,94.38147566718996,1,0
19.0,4.816326530612245,36,21.93491124260355,7,0,0,0,91.51020408163265,1,0
19.596153846153847,4.816326530612245,36,21.93491124260355,8,0,0,0,94.38147566718996,1,0
20.0,4.816326530612245,37,21.93491124260355,4,0,0,0,96.3265306122449,1,0
19.596153846153847,4.816326530612245,26,21.93491124260355,6,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,23,21.93491124260355,9,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,58,21.93491124260355,7,0,0,0,94.38147566718996,1,0
19.596153846153847,4.0,55,21.93491124260355,7,1,1,0,78.38461538461539,1,0
19.596153846153847,5.0,29,21.93491124260355,7,1,0,0,97.98076923076923,1,0
19.596153846153847,4.816326530612245,37,21.93491124260355,6,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,44,21.93491124260355,7,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,32,21.93491124260355,7,0,0,0,94.38147566718996,0,1
2.0,4.816326530612245,21,21.93491124260355,4,0,0,0,9.63265306122449,0,1
19.596153846153847,4.816326530612245,32,21.93491124260355,7,0,0,0,94.38147566718996,0,1
16.0,4.816326530612245,25,21.93491124260355,8,0,0,0,77.06122448979592,0,1
19.596153846153847,4.816326530612245,25,21.93491124260355,11,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,36,21.93491124260355,10,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,29,21.93491124260355,5,0,1,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,63,21.93491124260355,6,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,61,21.93491124260355,7,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,46,21.93491124260355,6,0,1,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,28,21.93491124260355,8,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,82,21.93491124260355,3,0,1,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,24,21.93491124260355,7,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,61,21.93491124260355,8,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,57,21.93491124260355,8,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,52,21.93491124260355,8,0,1,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,18,21.93491124260355,9,1,1,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,23,21.93491124260355,9,1,1,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,24,21.93491124260355,6,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,26,21.93491124260355,6,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,24,21.93491124260355,7,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,57,21.93491124260355,8,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,41,21.93491124260355,6,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,55,21.93491124260355,8,0,0,0,94.38147566718996,0,1
14.0,4.816326530612245,40,21.93491124260355,8,0,0,0,67.42857142857143,0,1
19.596153846153847,4.816326530612245,37,21.93491124260355,4,1,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,55,21.93491124260355,12,0,0,0,94.38147566718996,0,1
2.0,4.816326530612245,20,21.93491124260355,10,0,0,0,9.63265306122449,0,1
19.596153846153847,4.816326530612245,29,21.93491124260355,6,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,42,21.93491124260355,8,0,0,0,94.38147566718996,0,1
19.596153846153847,5.0,25,21.93491124260355,6,0,0,0,97.98076923076923,0,1
19.596153846153847,4.816326530612245,38,21.93491124260355,7,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,39,21.93491124260355,6,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,50,21.93491124260355,9,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,56,21.93491124260355,7,0,0,0,94.38147566718996,0,1
19.596153846153847,4.0,28,20.0,4,0,0,0,78.38461538461539,0,1
19.596153846153847,4.816326530612245,36,20.0,6,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,39,20.0,10,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,42,20.0,10,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,57,20.0,10,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,25,20.0,11,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,58,20.0,11,0,1,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,51,20.0,11,0,1,0,94.38147566718996,0,1
13.0,5.0,45,20.0,11,0,1,0,65.0,0,1
19.596153846153847,4.816326530612245,32,20.0,11,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,22,20.0,8,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,37,20.0,6,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,60,20.0,11,0,0,0,94.38147566718996,0,1
19.596153846153847,4.0,51,20.0,13,0,0,0,78.38461538461539,0,1
19.596153846153847,4.816326530612245,43,21.93491124260355,10,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,21,20.0,9,1,1,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,52,21.93491124260355,11,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,57,20.0,11,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,33,21.93491124260355,9,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,35,21.93491124260355,9,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,37,21.93491124260355,10,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,34,21.93491124260355,9,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,71,21.0,8,1,1,0,94.38147566718996,0,1
19.596153846153847,5.0,62,21.93491124260355,9,0,1,0,97.98076923076923,0,1
19.596153846153847,4.816326530612245,25,21.0,12,0,1,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,18,21.0,11,1,1,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,45,21.93491124260355,7,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,75,23.0,1,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,26,21.0,1,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,36,21.0,4,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,56,21.0,7,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,37,21.0,7,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,25,21.0,7,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,21,21.93491124260355,5,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,66,21.93491124260355,7,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,42,21.93491124260355,7,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,27,21.93491124260355,3,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,26,23.0,4,0,1,0,94.38147566718996,0,1
19.596153846153847,6.0,42,23.0,4,0,1,0,117.57692307692308,0,1
19.596153846153847,4.816326530612245,38,23.0,1,0,1,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,40,23.0,4,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,43,23.0,0,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,58,23.0,2,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,55,23.0,3,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,24,23.0,8,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,38,23.0,0,0,1,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,57,23.0,0,0,1,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,56,25.0,1,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,46,24.0,2,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,37,21.93491124260355,1,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,44,21.93491124260355,-3,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,46,21.93491124260355,5,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,39,21.93491124260355,4,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,33,21.93491124260355,6,0,0,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,43,21.93491124260355,3,0,0,0,94.38147566718996,0,1
19.596153846153847,6.0,26,21.93491124260355,5,0,0,0,117.57692307692308,0,1
19.596153846153847,4.816326530612245,30,21.93491124260355,5,0,0,0,94.38147566718996,0,1
19.596153846153847,6.0,25,21.93491124260355,5,0,1,0,117.57692307692308,0,1
19.596153846153847,4.816326530612245,38,21.93491124260355,5,0,1,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,61,21.93491124260355,10,0,1,0,94.38147566718996,0,1
19.596153846153847,4.816326530612245,24,21.93491124260355,7,0,1,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,40,21.93491124260355,10,0,1,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,58,21.93491124260355,13,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,49,21.93491124260355,17,0,0,0,94.38147566718996,1,0
7.0,4.816326530612245,25,21.93491124260355,17,0,0,0,33.714285714285715,1,0
19.596153846153847,4.816326530612245,37,21.93491124260355,10,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,41,21.93491124260355,18,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,45,21.93491124260355,10,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,14,21.93491124260355,10,0,1,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,45,21.93491124260355,12,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,52,21.93491124260355,5,0,0,0,94.38147566718996,1,0
19.596153846153847,4.0,46,21.93491124260355,8,0,0,0,78.38461538461539,1,0
19.596153846153847,5.0,28,21.93491124260355,9,0,0,0,97.98076923076923,1,0
19.596153846153847,4.816326530612245,61,21.93491124260355,7,0,1,0,94.38147566718996,1,0
19.596153846153847,5.0,61,21.93491124260355,6,1,1,0,97.98076923076923,1,0
19.596153846153847,4.816326530612245,37,21.93491124260355,7,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,80,21.93491124260355,7,0,1,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,62,21.93491124260355,8,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,34,21.93491124260355,9,0,1,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,44,21.93491124260355,9,0,1,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,60,21.93491124260355,9,0,1,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,39,21.93491124260355,4,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,38,21.93491124260355,7,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,71,21.93491124260355,2,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,53,21.93491124260355,2,0,0,0,94.38147566718996,1,0
19.596153846153847,5.0,80,21.93491124260355,3,0,0,0,97.98076923076923,1,0
19.596153846153847,4.816326530612245,26,21.93491124260355,5,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,49,21.93491124260355,5,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,40,21.93491124260355,6,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,36,21.93491124260355,8,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,43,21.93491124260355,7,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,55,21.93491124260355,6,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,38,21.93491124260355,8,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,51,21.93491124260355,6,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,44,21.93491124260355,0,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,42,21.93491124260355,6,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,44,21.0,3,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,38,21.0,-5,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,47,21.0,-3,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,75,21.0,0,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,29,21.0,0,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,50,21.93491124260355,0,0,0,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,52,21.93491124260355,0,1,1,0,94.38147566718996,1,0
19.596153846153847,4.816326530612245,51,21.93491124260355,1,0,0,0,94.38147566718996,1,0
